ccode2,country,un_continent,un_region,regime,year
342,Serbia,Europe,Southern Europe,Democracy,2009
342,Serbia,Europe,Southern Europe,Democracy,2010
342,Serbia,Europe,Southern Europe,Democracy,2011
342,Serbia,Europe,Southern Europe,Democracy,2012
343,Macedonia,Europe,Southern Europe,Democracy,2000
343,Macedonia,Europe,Southern Europe,Democracy,2001
343,Macedonia,Europe,Southern Europe,Democracy,2002
343,Macedonia,Europe,Southern Europe,Democracy,2003
343,Macedonia,Europe,Southern Europe,Democracy,2004
343,Macedonia,Europe,Southern Europe,Democracy,2005
343,Macedonia,Europe,Southern Europe,Democracy,2006
343,Macedonia,Europe,Southern Europe,Democracy,2007
343,Macedonia,Europe,Southern Europe,Democracy,2008
343,Macedonia,Europe,Southern Europe,Democracy,2009
343,Macedonia,Europe,Southern Europe,Democracy,2010
343,Macedonia,Europe,Southern Europe,Democracy,2011
343,Macedonia,Europe,Southern Europe,Democracy,2012
344,Croatia,Europe,Southern Europe,Democracy,2000
344,Croatia,Europe,Southern Europe,Democracy,2001
344,Croatia,Europe,Southern Europe,Democracy,2002
344,Croatia,Europe,Southern Europe,Democracy,2003
344,Croatia,Europe,Southern Europe,Democracy,2004
344,Croatia,Europe,Southern Europe,Democracy,2005
344,Croatia,Europe,Southern Europe,Democracy,2006
344,Croatia,Europe,Southern Europe,Democracy,2007
344,Croatia,Europe,Southern Europe,Democracy,2008
344,Croatia,Europe,Southern Europe,Democracy,2009
344,Croatia,Europe,Southern Europe,Democracy,2010
344,Croatia,Europe,Southern Europe,Democracy,2011
344,Croatia,Europe,Southern Europe,Democracy,2012
346,Bosnia,Europe,Southern Europe,Multiparty,2000
346,Bosnia,Europe,Southern Europe,Multiparty,2001
346,Bosnia,Europe,Southern Europe,Multiparty,2002
346,Bosnia,Europe,Southern Europe,Multiparty,2003
346,Bosnia,Europe,Southern Europe,Multiparty,2004
346,Bosnia,Europe,Southern Europe,Multiparty,2005
346,Bosnia,Europe,Southern Europe,Multiparty,2006
346,Bosnia,Europe,Southern Europe,Multiparty,2007
346,Bosnia,Europe,Southern Europe,Multiparty,2008
346,Bosnia,Europe,Southern Europe,Multiparty,2009
346,Bosnia,Europe,Southern Europe,Multiparty,2010
346,Bosnia,Europe,Southern Europe,Multiparty,2011
346,Bosnia,Europe,Southern Europe,Multiparty,2012
347,Serbia and Montenegro,Europe,Southern Europe,Multiparty,2000
347,Serbia and Montenegro,Europe,Southern Europe,Democracy,2001
347,Serbia and Montenegro,Europe,Southern Europe,Democracy,2002
347,Serbia and Montenegro,Europe,Southern Europe,Democracy,2003
347,Serbia and Montenegro,Europe,Southern Europe,Democracy,2004
347,Serbia and Montenegro,Europe,Southern Europe,Democracy,2005
348,Montenegro,Europe,Eastern Europe,Democracy,2006
348,Montenegro,Europe,Eastern Europe,Democracy,2007
348,Montenegro,Europe,Eastern Europe,Democracy,2008
348,Montenegro,Europe,Eastern Europe,Democracy,2009
348,Montenegro,Europe,Eastern Europe,Democracy,2010
348,Montenegro,Europe,Eastern Europe,Democracy,2011
348,Montenegro,Europe,Eastern Europe,Democracy,2012
349,Slovenia,Europe,Southern Europe,Democracy,2000
349,Slovenia,Europe,Southern Europe,Democracy,2001
349,Slovenia,Europe,Southern Europe,Democracy,2002
349,Slovenia,Europe,Southern Europe,Democracy,2003
349,Slovenia,Europe,Southern Europe,Democracy,2004
349,Slovenia,Europe,Southern Europe,Democracy,2005
349,Slovenia,Europe,Southern Europe,Democracy,2006
349,Slovenia,Europe,Southern Europe,Democracy,2007
349,Slovenia,Europe,Southern Europe,Democracy,2008
349,Slovenia,Europe,Southern Europe,Democracy,2009
349,Slovenia,Europe,Southern Europe,Democracy,2010
349,Slovenia,Europe,Southern Europe,Democracy,2011
349,Slovenia,Europe,Southern Europe,Democracy,2012
350,Greece,Europe,Southern Europe,Democracy,2000
350,Greece,Europe,Southern Europe,Democracy,2001
350,Greece,Europe,Southern Europe,Democracy,2002
350,Greece,Europe,Southern Europe,Democracy,2003
350,Greece,Europe,Southern Europe,Democracy,2004
350,Greece,Europe,Southern Europe,Democracy,2005
350,Greece,Europe,Southern Europe,Democracy,2006
350,Greece,Europe,Southern Europe,Democracy,2007
350,Greece,Europe,Southern Europe,Democracy,2008
350,Greece,Europe,Southern Europe,Democracy,2009
350,Greece,Europe,Southern Europe,Democracy,2010
350,Greece,Europe,Southern Europe,Democracy,2011
350,Greece,Europe,Southern Europe,Democracy,2012
352,Cyprus,Asia,Western Asia,Democracy,2000
352,Cyprus,Asia,Western Asia,Democracy,2001
352,Cyprus,Asia,Western Asia,Democracy,2002
352,Cyprus,Asia,Western Asia,Democracy,2003
352,Cyprus,Asia,Western Asia,Democracy,2004
352,Cyprus,Asia,Western Asia,Democracy,2005
352,Cyprus,Asia,Western Asia,Democracy,2006
352,Cyprus,Asia,Western Asia,Democracy,2007
352,Cyprus,Asia,Western Asia,Democracy,2008
352,Cyprus,Asia,Western Asia,Democracy,2009
352,Cyprus,Asia,Western Asia,Democracy,2010
352,Cyprus,Asia,Western Asia,Democracy,2011
352,Cyprus,Asia,Western Asia,Democracy,2012
355,Bulgaria,Europe,Eastern Europe,Democracy,2000
355,Bulgaria,Europe,Eastern Europe,Democracy,2001
355,Bulgaria,Europe,Eastern Europe,Democracy,2002
355,Bulgaria,Europe,Eastern Europe,Democracy,2003
355,Bulgaria,Europe,Eastern Europe,Democracy,2004
355,Bulgaria,Europe,Eastern Europe,Democracy,2005
355,Bulgaria,Europe,Eastern Europe,Democracy,2006
355,Bulgaria,Europe,Eastern Europe,Democracy,2007
355,Bulgaria,Europe,Eastern Europe,Democracy,2008
355,Bulgaria,Europe,Eastern Europe,Democracy,2009
355,Bulgaria,Europe,Eastern Europe,Democracy,2010
355,Bulgaria,Europe,Eastern Europe,Democracy,2011
355,Bulgaria,Europe,Eastern Europe,Democracy,2012
359,Moldova,Europe,Eastern Europe,Democracy,2000
359,Moldova,Europe,Eastern Europe,Democracy,2001
359,Moldova,Europe,Eastern Europe,Democracy,2002
359,Moldova,Europe,Eastern Europe,Democracy,2003
359,Moldova,Europe,Eastern Europe,Democracy,2004
359,Moldova,Europe,Eastern Europe,Democracy,2005
359,Moldova,Europe,Eastern Europe,Democracy,2006
359,Moldova,Europe,Eastern Europe,Democracy,2007
359,Moldova,Europe,Eastern Europe,Democracy,2008
359,Moldova,Europe,Eastern Europe,Democracy,2009
359,Moldova,Europe,Eastern Europe,Democracy,2010
359,Moldova,Europe,Eastern Europe,Democracy,2011
359,Moldova,Europe,Eastern Europe,Democracy,2012
360,Romania,Europe,Eastern Europe,Democracy,2000
360,Romania,Europe,Eastern Europe,Democracy,2001
360,Romania,Europe,Eastern Europe,Democracy,2002
360,Romania,Europe,Eastern Europe,Democracy,2003
360,Romania,Europe,Eastern Europe,Democracy,2004
360,Romania,Europe,Eastern Europe,Democracy,2005
360,Romania,Europe,Eastern Europe,Democracy,2006
360,Romania,Europe,Eastern Europe,Democracy,2007
360,Romania,Europe,Eastern Europe,Democracy,2008
360,Romania,Europe,Eastern Europe,Democracy,2009
360,Romania,Europe,Eastern Europe,Democracy,2010
360,Romania,Europe,Eastern Europe,Democracy,2011
360,Romania,Europe,Eastern Europe,Democracy,2012
365,Russia,Europe,Eastern Europe,Multiparty,2000
365,Russia,Europe,Eastern Europe,Multiparty,2001
365,Russia,Europe,Eastern Europe,Multiparty,2002
365,Russia,Europe,Eastern Europe,Multiparty,2003
365,Russia,Europe,Eastern Europe,Multiparty,2004
365,Russia,Europe,Eastern Europe,Multiparty,2005
365,Russia,Europe,Eastern Europe,Multiparty,2006
365,Russia,Europe,Eastern Europe,Multiparty,2007
365,Russia,Europe,Eastern Europe,Multiparty,2008
365,Russia,Europe,Eastern Europe,Multiparty,2009
365,Russia,Europe,Eastern Europe,Multiparty,2010
365,Russia,Europe,Eastern Europe,Multiparty,2011
365,Russia,Europe,Eastern Europe,Multiparty,2012
366,Estonia,Europe,Northern Europe,Democracy,2000
366,Estonia,Europe,Northern Europe,Democracy,2001
366,Estonia,Europe,Northern Europe,Democracy,2002
366,Estonia,Europe,Northern Europe,Democracy,2003
366,Estonia,Europe,Northern Europe,Democracy,2004
366,Estonia,Europe,Northern Europe,Democracy,2005
366,Estonia,Europe,Northern Europe,Democracy,2006
366,Estonia,Europe,Northern Europe,Democracy,2007
366,Estonia,Europe,Northern Europe,Democracy,2008
366,Estonia,Europe,Northern Europe,Democracy,2009
366,Estonia,Europe,Northern Europe,Democracy,2010
366,Estonia,Europe,Northern Europe,Democracy,2011
366,Estonia,Europe,Northern Europe,Democracy,2012
367,Latvia,Europe,Northern Europe,Democracy,2000
367,Latvia,Europe,Northern Europe,Democracy,2001
367,Latvia,Europe,Northern Europe,Democracy,2002
367,Latvia,Europe,Northern Europe,Democracy,2003
367,Latvia,Europe,Northern Europe,Democracy,2004
367,Latvia,Europe,Northern Europe,Democracy,2005
367,Latvia,Europe,Northern Europe,Democracy,2006
367,Latvia,Europe,Northern Europe,Democracy,2007
367,Latvia,Europe,Northern Europe,Democracy,2008
367,Latvia,Europe,Northern Europe,Democracy,2009
367,Latvia,Europe,Northern Europe,Democracy,2010
367,Latvia,Europe,Northern Europe,Democracy,2011
367,Latvia,Europe,Northern Europe,Democracy,2012
368,Lithuania,Europe,Northern Europe,Democracy,2000
368,Lithuania,Europe,Northern Europe,Democracy,2001
368,Lithuania,Europe,Northern Europe,Democracy,2002
368,Lithuania,Europe,Northern Europe,Democracy,2003
368,Lithuania,Europe,Northern Europe,Democracy,2004
368,Lithuania,Europe,Northern Europe,Democracy,2005
368,Lithuania,Europe,Northern Europe,Democracy,2006
368,Lithuania,Europe,Northern Europe,Democracy,2007
368,Lithuania,Europe,Northern Europe,Democracy,2008
368,Lithuania,Europe,Northern Europe,Democracy,2009
368,Lithuania,Europe,Northern Europe,Democracy,2010
368,Lithuania,Europe,Northern Europe,Democracy,2011
368,Lithuania,Europe,Northern Europe,Democracy,2012
369,Ukraine,Europe,Eastern Europe,Democracy,2000
369,Ukraine,Europe,Eastern Europe,Democracy,2001
369,Ukraine,Europe,Eastern Europe,Democracy,2002
369,Ukraine,Europe,Eastern Europe,Democracy,2003
369,Ukraine,Europe,Eastern Europe,Democracy,2004
369,Ukraine,Europe,Eastern Europe,Democracy,2005
369,Ukraine,Europe,Eastern Europe,Democracy,2006
369,Ukraine,Europe,Eastern Europe,Democracy,2007
369,Ukraine,Europe,Eastern Europe,Democracy,2008
369,Ukraine,Europe,Eastern Europe,Democracy,2009
369,Ukraine,Europe,Eastern Europe,Democracy,2010
369,Ukraine,Europe,Eastern Europe,Democracy,2011
369,Ukraine,Europe,Eastern Europe,Democracy,2012
370,Belarus,Europe,Eastern Europe,Multiparty,2000
370,Belarus,Europe,Eastern Europe,Multiparty,2001
370,Belarus,Europe,Eastern Europe,Multiparty,2002
370,Belarus,Europe,Eastern Europe,Multiparty,2003
370,Belarus,Europe,Eastern Europe,Multiparty,2004
370,Belarus,Europe,Eastern Europe,Multiparty,2005
370,Belarus,Europe,Eastern Europe,Multiparty,2006
370,Belarus,Europe,Eastern Europe,Multiparty,2007
370,Belarus,Europe,Eastern Europe,Multiparty,2008
370,Belarus,Europe,Eastern Europe,Multiparty,2009
370,Belarus,Europe,Eastern Europe,Multiparty,2010
370,Belarus,Europe,Eastern Europe,Multiparty,2011
370,Belarus,Europe,Eastern Europe,Multiparty,2012
371,Armenia,Asia,Western Asia,Multiparty,2000
371,Armenia,Asia,Western Asia,Multiparty,2001
371,Armenia,Asia,Western Asia,Multiparty,2002
371,Armenia,Asia,Western Asia,Multiparty,2003
371,Armenia,Asia,Western Asia,Multiparty,2004
371,Armenia,Asia,Western Asia,Multiparty,2005
371,Armenia,Asia,Western Asia,Multiparty,2006
371,Armenia,Asia,Western Asia,Multiparty,2007
371,Armenia,Asia,Western Asia,Multiparty,2008
371,Armenia,Asia,Western Asia,Multiparty,2009
371,Armenia,Asia,Western Asia,Multiparty,2010
371,Armenia,Asia,Western Asia,Multiparty,2011
371,Armenia,Asia,Western Asia,Multiparty,2012
372,Georgia,Asia,Western Asia,Multiparty,2000
372,Georgia,Asia,Western Asia,Multiparty,2001
372,Georgia,Asia,Western Asia,Multiparty,2002
372,Georgia,Asia,Western Asia,Multiparty,2003
372,Georgia,Asia,Western Asia,Democracy,2004
372,Georgia,Asia,Western Asia,Democracy,2005
372,Georgia,Asia,Western Asia,Democracy,2006
372,Georgia,Asia,Western Asia,Democracy,2007
372,Georgia,Asia,Western Asia,Democracy,2008
372,Georgia,Asia,Western Asia,Democracy,2009
372,Georgia,Asia,Western Asia,Democracy,2010
372,Georgia,Asia,Western Asia,Democracy,2011
372,Georgia,Asia,Western Asia,Democracy,2012
373,Azerbaijan,Asia,Western Asia,Multiparty,2000
373,Azerbaijan,Asia,Western Asia,Multiparty,2001
373,Azerbaijan,Asia,Western Asia,Multiparty,2002
373,Azerbaijan,Asia,Western Asia,Multiparty,2003
373,Azerbaijan,Asia,Western Asia,Multiparty,2004
373,Azerbaijan,Asia,Western Asia,Multiparty,2005
373,Azerbaijan,Asia,Western Asia,Multiparty,2006
373,Azerbaijan,Asia,Western Asia,Multiparty,2007
373,Azerbaijan,Asia,Western Asia,Multiparty,2008
373,Azerbaijan,Asia,Western Asia,Multiparty,2009
373,Azerbaijan,Asia,Western Asia,Multiparty,2010
373,Azerbaijan,Asia,Western Asia,Multiparty,2011
373,Azerbaijan,Asia,Western Asia,Multiparty,2012
375,Finland,Europe,Northern Europe,Democracy,2000
375,Finland,Europe,Northern Europe,Democracy,2001
375,Finland,Europe,Northern Europe,Democracy,2002
375,Finland,Europe,Northern Europe,Democracy,2003
375,Finland,Europe,Northern Europe,Democracy,2004
375,Finland,Europe,Northern Europe,Democracy,2005
375,Finland,Europe,Northern Europe,Democracy,2006
375,Finland,Europe,Northern Europe,Democracy,2007
375,Finland,Europe,Northern Europe,Democracy,2008
375,Finland,Europe,Northern Europe,Democracy,2009
375,Finland,Europe,Northern Europe,Democracy,2010
375,Finland,Europe,Northern Europe,Democracy,2011
375,Finland,Europe,Northern Europe,Democracy,2012
380,Sweden,Europe,Northern Europe,Democracy,2000
380,Sweden,Europe,Northern Europe,Democracy,2001
380,Sweden,Europe,Northern Europe,Democracy,2002
380,Sweden,Europe,Northern Europe,Democracy,2003
380,Sweden,Europe,Northern Europe,Democracy,2004
380,Sweden,Europe,Northern Europe,Democracy,2005
380,Sweden,Europe,Northern Europe,Democracy,2006
380,Sweden,Europe,Northern Europe,Democracy,2007
380,Sweden,Europe,Northern Europe,Democracy,2008
380,Sweden,Europe,Northern Europe,Democracy,2009
380,Sweden,Europe,Northern Europe,Democracy,2010
380,Sweden,Europe,Northern Europe,Democracy,2011
380,Sweden,Europe,Northern Europe,Democracy,2012
385,Norway,Europe,Northern Europe,Democracy,2000
385,Norway,Europe,Northern Europe,Democracy,2001
385,Norway,Europe,Northern Europe,Democracy,2002
385,Norway,Europe,Northern Europe,Democracy,2003
385,Norway,Europe,Northern Europe,Democracy,2004
385,Norway,Europe,Northern Europe,Democracy,2005
385,Norway,Europe,Northern Europe,Democracy,2006
385,Norway,Europe,Northern Europe,Democracy,2007
385,Norway,Europe,Northern Europe,Democracy,2008
385,Norway,Europe,Northern Europe,Democracy,2009
385,Norway,Europe,Northern Europe,Democracy,2010
385,Norway,Europe,Northern Europe,Democracy,2011
385,Norway,Europe,Northern Europe,Democracy,2012
390,Denmark,Europe,Northern Europe,Democracy,2000
390,Denmark,Europe,Northern Europe,Democracy,2001
390,Denmark,Europe,Northern Europe,Democracy,2002
390,Denmark,Europe,Northern Europe,Democracy,2003
390,Denmark,Europe,Northern Europe,Democracy,2004
390,Denmark,Europe,Northern Europe,Democracy,2005
390,Denmark,Europe,Northern Europe,Democracy,2006
390,Denmark,Europe,Northern Europe,Democracy,2007
390,Denmark,Europe,Northern Europe,Democracy,2008
390,Denmark,Europe,Northern Europe,Democracy,2009
390,Denmark,Europe,Northern Europe,Democracy,2010
390,Denmark,Europe,Northern Europe,Democracy,2011
390,Denmark,Europe,Northern Europe,Democracy,2012
402,Cape Verde,Africa,Western Africa,Democracy,2000
402,Cape Verde,Africa,Western Africa,Democracy,2001
402,Cape Verde,Africa,Western Africa,Democracy,2002
402,Cape Verde,Africa,Western Africa,Democracy,2003
402,Cape Verde,Africa,Western Africa,Democracy,2004
402,Cape Verde,Africa,Western Africa,Democracy,2005
402,Cape Verde,Africa,Western Africa,Democracy,2006
402,Cape Verde,Africa,Western Africa,Democracy,2007
402,Cape Verde,Africa,Western Africa,Democracy,2008
402,Cape Verde,Africa,Western Africa,Democracy,2009
402,Cape Verde,Africa,Western Africa,Democracy,2010
402,Cape Verde,Africa,Western Africa,Democracy,2011
402,Cape Verde,Africa,Western Africa,Democracy,2012
404,Guinea-Bissau,Africa,Western Africa,Democracy,2000
404,Guinea-Bissau,Africa,Western Africa,Democracy,2001
404,Guinea-Bissau,Africa,Western Africa,Democracy,2002
404,Guinea-Bissau,Africa,Western Africa,Democracy,2003
404,Guinea-Bissau,Africa,Western Africa,Democracy,2004
404,Guinea-Bissau,Africa,Western Africa,Democracy,2005
404,Guinea-Bissau,Africa,Western Africa,Democracy,2006
404,Guinea-Bissau,Africa,Western Africa,Democracy,2007
404,Guinea-Bissau,Africa,Western Africa,Democracy,2008
404,Guinea-Bissau,Africa,Western Africa,Democracy,2009
404,Guinea-Bissau,Africa,Western Africa,Democracy,2010
404,Guinea-Bissau,Africa,Western Africa,Democracy,2011
404,Guinea-Bissau,Africa,Western Africa,Military,2012
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2000
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2001
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2002
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2003
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2004
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2005
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2006
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2007
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2008
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2009
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2010
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2011
411,Equatorial Guinea,Africa,Middle Africa,Multiparty,2012
420,Gambia,Africa,Western Africa,Multiparty,2000
420,Gambia,Africa,Western Africa,Multiparty,2001
420,Gambia,Africa,Western Africa,Multiparty,2002
420,Gambia,Africa,Western Africa,Multiparty,2003
420,Gambia,Africa,Western Africa,Multiparty,2004
420,Gambia,Africa,Western Africa,Multiparty,2005
420,Gambia,Africa,Western Africa,Multiparty,2006
420,Gambia,Africa,Western Africa,Multiparty,2007
420,Gambia,Africa,Western Africa,Multiparty,2008
420,Gambia,Africa,Western Africa,Multiparty,2009
420,Gambia,Africa,Western Africa,Multiparty,2010
420,Gambia,Africa,Western Africa,Multiparty,2011
420,Gambia,Africa,Western Africa,Multiparty,2012
432,Mali,Africa,Western Africa,Democracy,2000
432,Mali,Africa,Western Africa,Democracy,2001
432,Mali,Africa,Western Africa,Democracy,2002
432,Mali,Africa,Western Africa,Democracy,2003
432,Mali,Africa,Western Africa,Democracy,2004
432,Mali,Africa,Western Africa,Democracy,2005
432,Mali,Africa,Western Africa,Democracy,2006
432,Mali,Africa,Western Africa,Democracy,2007
432,Mali,Africa,Western Africa,Democracy,2008
432,Mali,Africa,Western Africa,Democracy,2009
432,Mali,Africa,Western Africa,Democracy,2010
432,Mali,Africa,Western Africa,Democracy,2011
432,Mali,Africa,Western Africa,Military,2012
433,Senegal,Africa,Western Africa,Democracy,2000
433,Senegal,Africa,Western Africa,Democracy,2001
433,Senegal,Africa,Western Africa,Democracy,2002
433,Senegal,Africa,Western Africa,Democracy,2003
433,Senegal,Africa,Western Africa,Democracy,2004
433,Senegal,Africa,Western Africa,Democracy,2005
433,Senegal,Africa,Western Africa,Democracy,2006
433,Senegal,Africa,Western Africa,Democracy,2007
433,Senegal,Africa,Western Africa,Democracy,2008
433,Senegal,Africa,Western Africa,Democracy,2009
433,Senegal,Africa,Western Africa,Democracy,2010
433,Senegal,Africa,Western Africa,Democracy,2011
433,Senegal,Africa,Western Africa,Democracy,2012
434,Benin,Africa,Western Africa,Democracy,2000
434,Benin,Africa,Western Africa,Democracy,2001
434,Benin,Africa,Western Africa,Democracy,2002
434,Benin,Africa,Western Africa,Democracy,2003
434,Benin,Africa,Western Africa,Democracy,2004
434,Benin,Africa,Western Africa,Democracy,2005
434,Benin,Africa,Western Africa,Democracy,2006
434,Benin,Africa,Western Africa,Democracy,2007
434,Benin,Africa,Western Africa,Democracy,2008
434,Benin,Africa,Western Africa,Democracy,2009
434,Benin,Africa,Western Africa,Democracy,2010
434,Benin,Africa,Western Africa,Democracy,2011
434,Benin,Africa,Western Africa,Democracy,2012
435,Mauritania,Africa,Western Africa,Military,2000
435,Mauritania,Africa,Western Africa,Military,2001
435,Mauritania,Africa,Western Africa,Military,2002
435,Mauritania,Africa,Western Africa,Military,2003
435,Mauritania,Africa,Western Africa,Military,2004
435,Mauritania,Africa,Western Africa,Military,2005
435,Mauritania,Africa,Western Africa,Military,2006
435,Mauritania,Africa,Western Africa,Multiparty,2007
435,Mauritania,Africa,Western Africa,Multiparty,2008
435,Mauritania,Africa,Western Africa,Military,2009
435,Mauritania,Africa,Western Africa,Military,2010
435,Mauritania,Africa,Western Africa,Military,2011
435,Mauritania,Africa,Western Africa,Military,2012
436,Niger,Africa,Western Africa,Democracy,2000
436,Niger,Africa,Western Africa,Democracy,2001
436,Niger,Africa,Western Africa,Democracy,2002
436,Niger,Africa,Western Africa,Democracy,2003
436,Niger,Africa,Western Africa,Democracy,2004
436,Niger,Africa,Western Africa,Democracy,2005
436,Niger,Africa,Western Africa,Democracy,2006
436,Niger,Africa,Western Africa,Democracy,2007
436,Niger,Africa,Western Africa,Democracy,2008
436,Niger,Africa,Western Africa,Multiparty,2009
436,Niger,Africa,Western Africa,Military,2010
436,Niger,Africa,Western Africa,Democracy,2011
436,Niger,Africa,Western Africa,Democracy,2012
437,Ivory Coast,Africa,Western Africa,Military,2000
437,Ivory Coast,Africa,Western Africa,Multiparty,2001
437,Ivory Coast,Africa,Western Africa,Multiparty,2002
437,Ivory Coast,Africa,Western Africa,Multiparty,2003
437,Ivory Coast,Africa,Western Africa,Multiparty,2004
437,Ivory Coast,Africa,Western Africa,Multiparty,2005
437,Ivory Coast,Africa,Western Africa,Multiparty,2006
437,Ivory Coast,Africa,Western Africa,Multiparty,2007
437,Ivory Coast,Africa,Western Africa,Multiparty,2008
437,Ivory Coast,Africa,Western Africa,Multiparty,2009
437,Ivory Coast,Africa,Western Africa,Multiparty,2010
437,Ivory Coast,Africa,Western Africa,Multiparty,2011
437,Ivory Coast,Africa,Western Africa,Multiparty,2012
438,Guinea,Africa,Western Africa,Multiparty,2000
438,Guinea,Africa,Western Africa,Multiparty,2001
438,Guinea,Africa,Western Africa,Multiparty,2002
438,Guinea,Africa,Western Africa,Multiparty,2003
438,Guinea,Africa,Western Africa,Multiparty,2004
438,Guinea,Africa,Western Africa,Multiparty,2005
438,Guinea,Africa,Western Africa,Multiparty,2006
438,Guinea,Africa,Western Africa,Multiparty,2007
438,Guinea,Africa,Western Africa,Multiparty,2008
438,Guinea,Africa,Western Africa,Military,2009
438,Guinea,Africa,Western Africa,Military,2010
438,Guinea,Africa,Western Africa,Multiparty,2011
438,Guinea,Africa,Western Africa,Multiparty,2012
439,Burkina Faso,Africa,Western Africa,Multiparty,2000
439,Burkina Faso,Africa,Western Africa,Multiparty,2001
439,Burkina Faso,Africa,Western Africa,Multiparty,2002
439,Burkina Faso,Africa,Western Africa,Multiparty,2003
439,Burkina Faso,Africa,Western Africa,Multiparty,2004
439,Burkina Faso,Africa,Western Africa,Multiparty,2005
439,Burkina Faso,Africa,Western Africa,Multiparty,2006
439,Burkina Faso,Africa,Western Africa,Multiparty,2007
439,Burkina Faso,Africa,Western Africa,Multiparty,2008
439,Burkina Faso,Africa,Western Africa,Multiparty,2009
439,Burkina Faso,Africa,Western Africa,Multiparty,2010
439,Burkina Faso,Africa,Western Africa,Multiparty,2011
439,Burkina Faso,Africa,Western Africa,Multiparty,2012
450,Liberia,Africa,Western Africa,Multiparty,2000
450,Liberia,Africa,Western Africa,Multiparty,2001
450,Liberia,Africa,Western Africa,Multiparty,2002
450,Liberia,Africa,Western Africa,Multiparty,2003
450,Liberia,Africa,Western Africa,Multiparty,2004
450,Liberia,Africa,Western Africa,Multiparty,2005
450,Liberia,Africa,Western Africa,Democracy,2006
450,Liberia,Africa,Western Africa,Democracy,2007
450,Liberia,Africa,Western Africa,Democracy,2008
450,Liberia,Africa,Western Africa,Democracy,2009
450,Liberia,Africa,Western Africa,Democracy,2010
450,Liberia,Africa,Western Africa,Democracy,2011
450,Liberia,Africa,Western Africa,Democracy,2012
451,Sierra Leone,Africa,Western Africa,Multiparty,2000
451,Sierra Leone,Africa,Western Africa,Multiparty,2001
451,Sierra Leone,Africa,Western Africa,Democracy,2002
451,Sierra Leone,Africa,Western Africa,Democracy,2003
451,Sierra Leone,Africa,Western Africa,Democracy,2004
451,Sierra Leone,Africa,Western Africa,Democracy,2005
451,Sierra Leone,Africa,Western Africa,Democracy,2006
451,Sierra Leone,Africa,Western Africa,Democracy,2007
451,Sierra Leone,Africa,Western Africa,Democracy,2008
451,Sierra Leone,Africa,Western Africa,Democracy,2009
451,Sierra Leone,Africa,Western Africa,Democracy,2010
451,Sierra Leone,Africa,Western Africa,Democracy,2011
451,Sierra Leone,Africa,Western Africa,Democracy,2012
452,Ghana,Africa,Western Africa,Multiparty,2000
452,Ghana,Africa,Western Africa,Democracy,2001
452,Ghana,Africa,Western Africa,Democracy,2002
452,Ghana,Africa,Western Africa,Democracy,2003
452,Ghana,Africa,Western Africa,Democracy,2004
452,Ghana,Africa,Western Africa,Democracy,2005
452,Ghana,Africa,Western Africa,Democracy,2006
452,Ghana,Africa,Western Africa,Democracy,2007
452,Ghana,Africa,Western Africa,Democracy,2008
452,Ghana,Africa,Western Africa,Democracy,2009
452,Ghana,Africa,Western Africa,Democracy,2010
452,Ghana,Africa,Western Africa,Democracy,2011
452,Ghana,Africa,Western Africa,Democracy,2012
461,Togo,Africa,Western Africa,Multiparty,2000
461,Togo,Africa,Western Africa,Multiparty,2001
461,Togo,Africa,Western Africa,Multiparty,2002
461,Togo,Africa,Western Africa,Multiparty,2003
461,Togo,Africa,Western Africa,Multiparty,2004
461,Togo,Africa,Western Africa,Multiparty,2005
461,Togo,Africa,Western Africa,Multiparty,2006
461,Togo,Africa,Western Africa,Multiparty,2007
461,Togo,Africa,Western Africa,Multiparty,2008
461,Togo,Africa,Western Africa,Multiparty,2009
461,Togo,Africa,Western Africa,Multiparty,2010
461,Togo,Africa,Western Africa,Multiparty,2011
461,Togo,Africa,Western Africa,Multiparty,2012
471,Cameroon,Africa,Middle Africa,Multiparty,2000
471,Cameroon,Africa,Middle Africa,Multiparty,2001
471,Cameroon,Africa,Middle Africa,Multiparty,2002
471,Cameroon,Africa,Middle Africa,Multiparty,2003
471,Cameroon,Africa,Middle Africa,Multiparty,2004
471,Cameroon,Africa,Middle Africa,Multiparty,2005
471,Cameroon,Africa,Middle Africa,Multiparty,2006
471,Cameroon,Africa,Middle Africa,Multiparty,2007
471,Cameroon,Africa,Middle Africa,Multiparty,2008
471,Cameroon,Africa,Middle Africa,Multiparty,2009
471,Cameroon,Africa,Middle Africa,Multiparty,2010
471,Cameroon,Africa,Middle Africa,Multiparty,2011
471,Cameroon,Africa,Middle Africa,Multiparty,2012
