ccode2,year,session.x,ccode1,agree,IdealPointAll.x,NVotesAll.x,IdealPointAll.y,NVotesAll.y,IdealPointDistance,country,un_continent,un_region,regime
355,2004,59,710,0.694117647058824,-0.831006,71,1.047413,72,1.878419,Bulgaria,Europe,Eastern Europe,Democracy
355,2005,60,710,0.712121212121212,-0.7416621,74,0.9287129,75,1.670375,Bulgaria,Europe,Eastern Europe,Democracy
355,2006,61,710,0.688073394495413,-0.8871786,90,1.004954,92,1.8921326,Bulgaria,Europe,Eastern Europe,Democracy
355,2007,62,710,0.71195652173913,-0.6300299,78,0.9531935,79,1.5832234,Bulgaria,Europe,Eastern Europe,Democracy
355,2008,63,710,0.661290322580645,-0.6653521,74,0.9977076,75,1.6630597,Bulgaria,Europe,Eastern Europe,Democracy
355,2009,64,710,0.678571428571429,-0.6438248,68,0.9571292,67,1.600954,Bulgaria,Europe,Eastern Europe,Democracy
355,2010,65,710,0.709302325581395,-0.8758027,67,1.0641370000000001,67,1.9399397,Bulgaria,Europe,Eastern Europe,Democracy
355,2011,66,710,0.664893617021277,-0.744689,68,1.023085,67,1.767774,Bulgaria,Europe,Eastern Europe,Democracy
355,2012,67,710,0.671428571428571,-0.8695528,67,0.9462783,54,1.8158311,Bulgaria,Europe,Eastern Europe,Democracy
359,2000,55,710,0.736111111111111,-0.7520626,67,0.9307626,64,1.6828252,Moldova,Europe,Eastern Europe,Democracy
359,2001,56,710,0.746753246753247,-0.5598295,68,0.9365794,65,1.4964089,Moldova,Europe,Eastern Europe,Democracy
359,2002,57,710,0.654255319148936,-0.5309098,72,0.8860283,70,1.4169381,Moldova,Europe,Eastern Europe,Democracy
359,2003,58,710,0.744318181818182,-0.9501601,75,0.7454703,73,1.6956304,Moldova,Europe,Eastern Europe,Democracy
359,2004,59,710,0.73780487804878,-0.831006,71,0.7046802,70,1.5356862,Moldova,Europe,Eastern Europe,Democracy
359,2005,60,710,0.722222222222222,-0.7416621,74,0.8105161,69,1.5521782,Moldova,Europe,Eastern Europe,Democracy
359,2006,61,710,0.663461538461538,-0.8871786,90,1.047762,91,1.9349406,Moldova,Europe,Eastern Europe,Democracy
359,2007,62,710,0.703296703296703,-0.6300299,78,0.9025121,79,1.532542,Moldova,Europe,Eastern Europe,Democracy
359,2008,63,710,0.675531914893617,-0.6653521,74,0.8754801,76,1.5408322,Moldova,Europe,Eastern Europe,Democracy
359,2009,64,710,0.688235294117647,-0.6438248,68,0.9417972,68,1.585622,Moldova,Europe,Eastern Europe,Democracy
359,2010,65,710,0.724137931034483,-0.8758027,67,0.8908836,68,1.7666863,Moldova,Europe,Eastern Europe,Democracy
359,2011,66,710,0.678947368421053,-0.744689,68,0.9420106,68,1.6866996,Moldova,Europe,Eastern Europe,Democracy
359,2012,67,710,0.697674418604651,-0.8695528,67,0.9434988,69,1.8130516,Moldova,Europe,Eastern Europe,Democracy
360,2000,55,710,0.710526315789474,-0.7520626,67,1.142173,67,1.8942356,Romania,Europe,Eastern Europe,Democracy
360,2001,56,710,0.709876543209877,-0.5598295,68,1.15078,68,1.7106095,Romania,Europe,Eastern Europe,Democracy
360,2002,57,710,0.636363636363636,-0.5309098,72,1.179232,74,1.7101418,Romania,Europe,Eastern Europe,Democracy
360,2003,58,710,0.698863636363636,-0.9501601,75,1.012798,74,1.9629581,Romania,Europe,Eastern Europe,Democracy
360,2004,59,710,0.688235294117647,-0.831006,71,1.033496,72,1.864502,Romania,Europe,Eastern Europe,Democracy
360,2005,60,710,0.702020202020202,-0.7416621,74,0.9904674,75,1.7321295,Romania,Europe,Eastern Europe,Democracy
360,2006,61,710,0.685185185185185,-0.8871786,90,1.004436,90,1.8916146,Romania,Europe,Eastern Europe,Democracy
360,2007,62,710,0.701086956521739,-0.6300299,78,0.99229560000000006,79,1.6223255,Romania,Europe,Eastern Europe,Democracy
360,2008,63,710,0.664893617021277,-0.6653521,74,1.039557,76,1.7049091,Romania,Europe,Eastern Europe,Democracy
360,2009,64,710,0.682352941176471,-0.6438248,68,1.022689,68,1.6665138,Romania,Europe,Eastern Europe,Democracy
360,2010,65,710,0.718390804597701,-0.8758027,67,0.9949041,68,1.8707068,Romania,Europe,Eastern Europe,Democracy
360,2011,66,710,0.670212765957447,-0.744689,68,0.9928679,67,1.7375569,Romania,Europe,Eastern Europe,Democracy
360,2012,67,710,0.697674418604651,-0.8695528,67,0.9931526,69,1.8627054,Romania,Europe,Eastern Europe,Democracy
365,2000,55,710,0.866666666666667,-0.7520626,67,0.2148321,66,0.9668947,Russia,Europe,Eastern Europe,Multiparty
365,2001,56,710,0.8625,-0.5598295,68,0.2087812,68,0.7686107,Russia,Europe,Eastern Europe,Multiparty
365,2002,57,710,0.818181818181818,-0.5309098,72,0.2863137,73,0.8172235,Russia,Europe,Eastern Europe,Multiparty
365,2003,58,710,0.846153846153846,-0.9501601,75,0.2767715,76,1.2269316,Russia,Europe,Eastern Europe,Multiparty
365,2004,59,710,0.857142857142857,-0.831006,71,0.123831,71,0.954837,Russia,Europe,Eastern Europe,Multiparty
365,2005,60,710,0.846938775510204,-0.7416621,74,0.08689142,74,0.82855352,Russia,Europe,Eastern Europe,Multiparty
365,2006,61,710,0.89908256880733906,-0.8871786,90,-0.2023253,92,0.6848533,Russia,Europe,Eastern Europe,Multiparty
365,2007,62,710,0.879120879120879,-0.6300299,78,-0.07345805,78,0.55657185,Russia,Europe,Eastern Europe,Multiparty
365,2008,63,710,0.914893617021277,-0.6653521,74,-0.1942924,76,0.4710597,Russia,Europe,Eastern Europe,Multiparty
365,2009,64,710,0.892857142857143,-0.6438248,68,-0.03575518,68,0.60806962,Russia,Europe,Eastern Europe,Multiparty
365,2010,65,710,0.854651162790698,-0.8758027,67,0.02385474,68,0.89965744,Russia,Europe,Eastern Europe,Multiparty
365,2011,66,710,0.910526315789474,-0.744689,68,-0.1784908,68,0.5661982,Russia,Europe,Eastern Europe,Multiparty
365,2012,67,710,0.843023255813954,-0.8695528,67,0.1113431,69,0.9808959,Russia,Europe,Eastern Europe,Multiparty
366,2000,55,710,0.6875,-0.7520626,67,1.157946,63,1.9100086,Estonia,Europe,Northern Europe,Democracy
366,2001,56,710,0.694805194805195,-0.5598295,68,1.164719,65,1.7245485,Estonia,Europe,Northern Europe,Democracy
366,2002,57,710,0.636363636363636,-0.5309098,72,1.124535,74,1.6554448,Estonia,Europe,Northern Europe,Democracy
366,2003,58,710,0.683333333333333,-0.9501601,75,1.138444,75,2.0886041,Estonia,Europe,Northern Europe,Democracy
366,2004,59,710,0.692771084337349,-0.831006,71,0.9986063,70,1.8296123,Estonia,Europe,Northern Europe,Democracy
366,2005,60,710,0.698979591836735,-0.7416621,74,1.028372,74,1.7700341,Estonia,Europe,Northern Europe,Democracy
366,2006,61,710,0.692660550458716,-0.8871786,90,0.9874398,92,1.8746184,Estonia,Europe,Northern Europe,Democracy
366,2007,62,710,0.695652173913043,-0.6300299,78,1.001179,79,1.6312089,Estonia,Europe,Northern Europe,Democracy
366,2008,63,710,0.664893617021277,-0.6653521,74,0.9858926,76,1.6512447,Estonia,Europe,Northern Europe,Democracy
366,2009,64,710,0.682352941176471,-0.6438248,68,1.027658,68,1.6714828,Estonia,Europe,Northern Europe,Democracy
366,2010,65,710,0.695402298850575,-0.8758027,67,1.101197,68,1.9769997,Estonia,Europe,Northern Europe,Democracy
366,2011,66,710,0.663157894736842,-0.744689,68,1.034989,68,1.779678,Estonia,Europe,Northern Europe,Democracy
366,2012,67,710,0.676470588235294,-0.8695528,67,1.02854,68,1.8980928,Estonia,Europe,Northern Europe,Democracy
367,2000,55,710,0.684931506849315,-0.7520626,67,1.234822,65,1.9868846,Latvia,Europe,Northern Europe,Democracy
367,2001,56,710,0.689873417721519,-0.5598295,68,1.212704,67,1.7725335,Latvia,Europe,Northern Europe,Democracy
367,2002,57,710,0.631313131313131,-0.5309098,72,1.174424,73,1.7053338,Latvia,Europe,Northern Europe,Democracy
367,2003,58,710,0.686813186813187,-0.9501601,75,1.128667,76,2.0788271,Latvia,Europe,Northern Europe,Democracy
367,2004,59,710,0.676829268292683,-0.831006,71,1.188126,69,2.019132,Latvia,Europe,Northern Europe,Democracy
367,2005,60,710,0.686868686868687,-0.7416621,74,1.1740950000000001,75,1.9157571,Latvia,Europe,Northern Europe,Democracy
367,2006,61,710,0.678899082568807,-0.8871786,90,1.038608,92,1.9257866,Latvia,Europe,Northern Europe,Democracy
367,2007,62,710,0.684782608695652,-0.6300299,78,1.067275,79,1.6973049,Latvia,Europe,Northern Europe,Democracy
367,2008,63,710,0.655913978494624,-0.6653521,74,1.009403,75,1.6747551,Latvia,Europe,Northern Europe,Democracy
367,2009,64,710,0.682352941176471,-0.6438248,68,0.9649677,68,1.6087925,Latvia,Europe,Northern Europe,Democracy
367,2010,65,710,0.688235294117647,-0.8758027,67,1.105282,66,1.9810847,Latvia,Europe,Northern Europe,Democracy
367,2011,66,710,0.663157894736842,-0.744689,68,1.027079,68,1.771768,Latvia,Europe,Northern Europe,Democracy
367,2012,67,710,0.678571428571429,-0.8695528,67,1.04458,68,1.9141328,Latvia,Europe,Northern Europe,Democracy
368,2000,55,710,0.7,-0.7520626,67,1.221036,66,1.9730986,Lithuania,Europe,Northern Europe,Democracy
368,2001,56,710,0.698717948717949,-0.5598295,68,1.161417,66,1.7212465,Lithuania,Europe,Northern Europe,Democracy
368,2002,57,710,0.633663366336634,-0.5309098,72,1.152252,75,1.6831618,Lithuania,Europe,Northern Europe,Democracy
368,2003,58,710,0.664835164835165,-0.9501601,75,1.245053,76,2.1952131,Lithuania,Europe,Northern Europe,Democracy
368,2004,59,710,0.7,-0.831006,71,1.010405,72,1.841411,Lithuania,Europe,Northern Europe,Democracy
368,2005,60,710,0.702020202020202,-0.7416621,74,1.030932,75,1.7725941,Lithuania,Europe,Northern Europe,Democracy
368,2006,61,710,0.688073394495413,-0.8871786,90,1.010701,92,1.8978796,Lithuania,Europe,Northern Europe,Democracy
368,2007,62,710,0.695652173913043,-0.6300299,78,1.04075,79,1.6707799,Lithuania,Europe,Northern Europe,Democracy
368,2008,63,710,0.664893617021277,-0.6653521,74,0.9878222,76,1.6531743,Lithuania,Europe,Northern Europe,Democracy
368,2009,64,710,0.664705882352941,-0.6438248,68,1.084747,68,1.7285718,Lithuania,Europe,Northern Europe,Democracy
368,2010,65,710,0.695402298850575,-0.8758027,67,1.104754,68,1.9805567,Lithuania,Europe,Northern Europe,Democracy
368,2011,66,710,0.663157894736842,-0.744689,68,1.035275,68,1.779964,Lithuania,Europe,Northern Europe,Democracy
368,2012,67,710,0.680232558139535,-0.8695528,67,1.041068,69,1.9106208,Lithuania,Europe,Northern Europe,Democracy
369,2000,55,710,0.815789473684211,-0.7520626,67,0.433862,67,1.1859246,Ukraine,Europe,Eastern Europe,Democracy
369,2001,56,710,0.817073170731707,-0.5598295,68,0.4687977,69,1.0286272,Ukraine,Europe,Eastern Europe,Democracy
369,2002,57,710,0.732673267326733,-0.5309098,72,0.4287158,75,0.9596256,Ukraine,Europe,Eastern Europe,Democracy
369,2003,58,710,0.807692307692308,-0.9501601,75,0.4209522,76,1.3711123,Ukraine,Europe,Eastern Europe,Democracy
369,2004,59,710,0.797619047619048,-0.831006,71,0.4170909,71,1.2480969,Ukraine,Europe,Eastern Europe,Democracy
369,2005,60,710,0.762886597938144,-0.7416621,74,0.6224619,73,1.364124,Ukraine,Europe,Eastern Europe,Democracy
369,2006,61,710,0.701834862385321,-0.8871786,90,0.8351932,92,1.7223718,Ukraine,Europe,Eastern Europe,Democracy
369,2007,62,710,0.681818181818182,-0.6300299,78,0.9663446,77,1.5963745,Ukraine,Europe,Eastern Europe,Democracy
369,2008,63,710,0.655913978494624,-0.6653521,74,1.004958,75,1.6703101,Ukraine,Europe,Eastern Europe,Democracy
369,2009,64,710,0.692771084337349,-0.6438248,68,0.9650956,66,1.6089204,Ukraine,Europe,Eastern Europe,Democracy
369,2010,65,710,0.738372093023256,-0.8758027,67,0.8570613,67,1.732864,Ukraine,Europe,Eastern Europe,Democracy
369,2011,66,710,0.7,-0.744689,68,0.6618807,68,1.4065697,Ukraine,Europe,Eastern Europe,Democracy
369,2012,67,710,0.723529411764706,-0.8695528,67,0.7954054,68,1.6649582,Ukraine,Europe,Eastern Europe,Democracy
370,2000,55,710,0.916666666666667,-0.7520626,67,-0.5528354,65,0.1992272,Belarus,Europe,Eastern Europe,Multiparty
370,2001,56,710,0.903846153846154,-0.5598295,68,-0.1002257,65,0.4596038,Belarus,Europe,Eastern Europe,Multiparty
370,2002,57,710,0.828282828282828,-0.5309098,72,-0.09273789,73,0.43817191,Belarus,Europe,Eastern Europe,Multiparty
370,2003,58,710,0.915730337078652,-0.9501601,75,-0.08360851,75,0.86655159,Belarus,Europe,Eastern Europe,Multiparty
370,2004,59,710,0.93125,-0.831006,71,-0.2756723,70,0.5553337,Belarus,Europe,Eastern Europe,Multiparty
370,2005,60,710,0.90625,-0.7416621,74,-0.2208066,74,0.5208555,Belarus,Europe,Eastern Europe,Multiparty
370,2006,61,710,0.940366972477064,-0.8871786,90,-0.4675312,91,0.4196474,Belarus,Europe,Eastern Europe,Multiparty
370,2007,62,710,0.950549450549451,-0.6300299,78,-0.5420889,78,0.087941,Belarus,Europe,Eastern Europe,Multiparty
370,2008,63,710,0.973118279569892,-0.6653521,74,-0.6084047,75,0.0569474,Belarus,Europe,Eastern Europe,Multiparty
370,2009,64,710,0.963414634146341,-0.6438248,68,-0.4343841,66,0.2094407,Belarus,Europe,Eastern Europe,Multiparty
370,2010,65,710,0.929411764705882,-0.8758027,67,-0.3179792,66,0.5578235,Belarus,Europe,Eastern Europe,Multiparty
370,2011,66,710,0.912087912087912,-0.744689,68,-0.5675817,64,0.1771073,Belarus,Europe,Eastern Europe,Multiparty
370,2012,67,710,0.91566265060241,-0.8695528,67,-0.3443384,66,0.5252144,Belarus,Europe,Eastern Europe,Multiparty
371,2000,55,710,0.833333333333333,-0.7520626,67,0.2743168,66,1.0263794,Armenia,Asia,Western Asia,Multiparty
371,2001,56,710,0.847560975609756,-0.5598295,68,0.2537207,69,0.8135502,Armenia,Asia,Western Asia,Multiparty
371,2002,57,710,0.79,-0.5309098,72,0.2871863,74,0.8180961,Armenia,Asia,Western Asia,Multiparty
371,2003,58,710,0.859550561797753,-0.9501601,75,0.2908455,74,1.2410056,Armenia,Asia,Western Asia,Multiparty
371,2004,59,710,0.837349397590361,-0.831006,71,0.2439042,71,1.0749102,Armenia,Asia,Western Asia,Multiparty
371,2005,60,710,0.860824742268041,-0.7416621,74,0.1669772,73,0.9086393,Armenia,Asia,Western Asia,Multiparty
371,2006,61,710,0.878504672897196,-0.8871786,90,0.06559505,90,0.95277365,Armenia,Asia,Western Asia,Multiparty
371,2007,62,710,0.879120879120879,-0.6300299,78,0.03176427,79,0.66179417,Armenia,Asia,Western Asia,Multiparty
371,2008,63,710,0.846153846153846,-0.6653521,74,0.0504407,73,0.7157928,Armenia,Asia,Western Asia,Multiparty
371,2009,64,710,0.878048780487805,-0.6438248,68,0.08297916,66,0.72680396,Armenia,Asia,Western Asia,Multiparty
371,2010,65,710,0.867469879518072,-0.8758027,67,0.07163294,64,0.94743564,Armenia,Asia,Western Asia,Multiparty
371,2011,66,710,0.846590909090909,-0.744689,68,0.07939488,64,0.82408388,Armenia,Asia,Western Asia,Multiparty
371,2012,67,710,0.853658536585366,-0.8695528,67,0.1100778,66,0.9796306,Armenia,Asia,Western Asia,Multiparty
372,2000,55,710,0.746575342465753,-0.7520626,67,0.9090028,65,1.6610654,Georgia,Asia,Western Asia,Multiparty
372,2001,56,710,0.743589743589744,-0.5598295,68,0.9098786,66,1.4697081,Georgia,Asia,Western Asia,Multiparty
372,2002,57,710,0.676767676767677,-0.5309098,72,0.8334908,74,1.3644006,Georgia,Asia,Western Asia,Multiparty
372,2003,58,710,0.701219512195122,-0.9501601,75,0.8548203,68,1.8049804,Georgia,Asia,Western Asia,Multiparty
372,2004,59,710,0.724358974358974,-0.831006,71,0.8154446,64,1.6464506,Georgia,Asia,Western Asia,Democracy
372,2005,60,710,0.713541666666667,-0.7416621,74,1.039703,72,1.7813651,Georgia,Asia,Western Asia,Democracy
372,2006,61,710,0.697247706422018,-0.8871786,90,0.8698273,92,1.7570059,Georgia,Asia,Western Asia,Democracy
372,2007,62,710,0.727272727272727,-0.6300299,78,0.7089186,78,1.3389485,Georgia,Asia,Western Asia,Democracy
372,2008,63,710,0.688888888888889,-0.6653521,74,0.7797461,74,1.4450982,Georgia,Asia,Western Asia,Democracy
372,2009,64,710,0.688235294117647,-0.6438248,68,0.9448608,68,1.5886856,Georgia,Asia,Western Asia,Democracy
372,2010,65,710,0.720238095238095,-0.8758027,67,0.9025157,65,1.7783184,Georgia,Asia,Western Asia,Democracy
372,2011,66,710,0.698529411764706,-0.744689,68,0.8463327,47,1.5910217,Georgia,Asia,Western Asia,Democracy
372,2012,67,710,0.704819277108434,-0.8695528,67,0.8324574,66,1.7020102,Georgia,Asia,Western Asia,Democracy
373,2000,55,710,0.888888888888889,-0.7520626,67,0.0512078,63,0.8032704,Azerbaijan,Asia,Western Asia,Multiparty
373,2001,56,710,0.927536231884058,-0.5598295,68,0.002289993,60,0.562119493,Azerbaijan,Asia,Western Asia,Multiparty
373,2002,57,710,0.878787878787879,-0.5309098,72,-0.02142396,73,0.50948584,Azerbaijan,Asia,Western Asia,Multiparty
373,2003,58,710,0.935294117647059,-0.9501601,75,-0.07330386,70,0.87685624,Azerbaijan,Asia,Western Asia,Multiparty
373,2004,59,710,0.935897435897436,-0.831006,71,-0.08505922,70,0.74594678,Azerbaijan,Asia,Western Asia,Multiparty
373,2005,60,710,0.914893617021277,-0.7416621,74,-0.2123956,72,0.5292665,Azerbaijan,Asia,Western Asia,Multiparty
373,2006,61,710,0.931578947368421,-0.8871786,90,-0.1949723,82,0.6922063,Azerbaijan,Asia,Western Asia,Multiparty
373,2007,62,710,0.933734939759036,-0.6300299,78,-0.158114,73,0.4719159,Azerbaijan,Asia,Western Asia,Multiparty
373,2008,63,710,0.923076923076923,-0.6653521,74,-0.373284,74,0.2920681,Azerbaijan,Asia,Western Asia,Multiparty
373,2009,64,710,0.934210526315789,-0.6438248,68,-0.2397167,62,0.4041081,Azerbaijan,Asia,Western Asia,Multiparty
373,2010,65,710,0.914634146341463,-0.8758027,67,-0.2214694,65,0.6543333,Azerbaijan,Asia,Western Asia,Multiparty
373,2011,66,710,0.920731707317073,-0.744689,68,-0.4949498,60,0.2497392,Azerbaijan,Asia,Western Asia,Multiparty
373,2012,67,710,0.906666666666667,-0.8695528,67,-0.5259294,63,0.3436234,Azerbaijan,Asia,Western Asia,Multiparty
375,2000,55,710,0.703947368421053,-0.7520626,67,1.195972,67,1.9480346,Finland,Europe,Northern Europe,Democracy
375,2001,56,710,0.707317073170732,-0.5598295,68,1.157958,69,1.7177875,Finland,Europe,Northern Europe,Democracy
375,2002,57,710,0.633663366336634,-0.5309098,72,1.064434,75,1.5953438,Finland,Europe,Northern Europe,Democracy
375,2003,58,710,0.681318681318681,-0.9501601,75,1.10676,76,2.0569201,Finland,Europe,Northern Europe,Democracy
375,2004,59,710,0.7,-0.831006,71,1.008842,72,1.839848,Finland,Europe,Northern Europe,Democracy
375,2005,60,710,0.707070707070707,-0.7416621,74,1.03362,75,1.7752821,Finland,Europe,Northern Europe,Democracy
375,2006,61,710,0.692660550458716,-0.8871786,90,0.989468,92,1.8766466,Finland,Europe,Northern Europe,Democracy
375,2007,62,710,0.701086956521739,-0.6300299,78,0.9478735,79,1.5779034,Finland,Europe,Northern Europe,Democracy
375,2008,63,710,0.659574468085106,-0.6653521,74,0.9101723,76,1.5755244,Finland,Europe,Northern Europe,Democracy
375,2009,64,710,0.7,-0.6438248,68,0.9067042,68,1.550529,Finland,Europe,Northern Europe,Democracy
375,2010,65,710,0.724137931034483,-0.8758027,67,0.8707985,68,1.7466012,Finland,Europe,Northern Europe,Democracy
375,2011,66,710,0.673684210526316,-0.744689,68,0.9284513,68,1.6731403,Finland,Europe,Northern Europe,Democracy
375,2012,67,710,0.697674418604651,-0.8695528,67,0.8879015,69,1.7574543,Finland,Europe,Northern Europe,Democracy
380,2000,55,710,0.723684210526316,-0.7520626,67,1.042376,67,1.7944386,Sweden,Europe,Northern Europe,Democracy
380,2001,56,710,0.725609756097561,-0.5598295,68,1.054788,69,1.6146175,Sweden,Europe,Northern Europe,Democracy
380,2002,57,710,0.668316831683168,-0.5309098,72,0.9175381,75,1.4484479,Sweden,Europe,Northern Europe,Democracy
380,2003,58,710,0.703296703296703,-0.9501601,75,0.975098,76,1.9252581,Sweden,Europe,Northern Europe,Democracy
380,2004,59,710,0.711764705882353,-0.831006,71,0.9722586,72,1.8032646,Sweden,Europe,Northern Europe,Democracy
380,2005,60,710,0.717171717171717,-0.7416621,74,0.9507699,75,1.692432,Sweden,Europe,Northern Europe,Democracy
380,2006,61,710,0.706422018348624,-0.8871786,90,0.8644112,92,1.7515898,Sweden,Europe,Northern Europe,Democracy
380,2007,62,710,0.706521739130435,-0.6300299,78,0.8842535,79,1.5142834,Sweden,Europe,Northern Europe,Democracy
380,2008,63,710,0.670212765957447,-0.6653521,74,0.8492306,76,1.5145827,Sweden,Europe,Northern Europe,Democracy
380,2009,64,710,0.7,-0.6438248,68,0.9234059,68,1.5672307,Sweden,Europe,Northern Europe,Democracy
380,2010,65,710,0.729885057471264,-0.8758027,67,0.8917836,68,1.7675863,Sweden,Europe,Northern Europe,Democracy
380,2011,66,710,0.675531914893617,-0.744689,68,0.8994803,67,1.6441693,Sweden,Europe,Northern Europe,Democracy
380,2012,67,710,0.715116279069767,-0.8695528,67,0.8098984,69,1.6794512,Sweden,Europe,Northern Europe,Democracy
385,2000,55,710,0.710526315789474,-0.7520626,67,1.177363,67,1.9294256,Norway,Europe,Northern Europe,Democracy
385,2001,56,710,0.695121951219512,-0.5598295,68,1.239772,69,1.7996015,Norway,Europe,Northern Europe,Democracy
385,2002,57,710,0.631313131313131,-0.5309098,72,1.169091,74,1.7000008,Norway,Europe,Northern Europe,Democracy
385,2003,58,710,0.681318681318681,-0.9501601,75,1.187925,76,2.1380851,Norway,Europe,Northern Europe,Democracy
385,2004,59,710,0.696428571428571,-0.831006,71,1.001666,71,1.832672,Norway,Europe,Northern Europe,Democracy
385,2005,60,710,0.712121212121212,-0.7416621,74,0.9429664,75,1.6846285,Norway,Europe,Northern Europe,Democracy
385,2006,61,710,0.685185185185185,-0.8871786,90,0.9979609,91,1.8851395,Norway,Europe,Northern Europe,Democracy
385,2007,62,710,0.701086956521739,-0.6300299,78,0.933799,79,1.5638289,Norway,Europe,Northern Europe,Democracy
385,2008,63,710,0.673913043478261,-0.6653521,74,0.7795296,75,1.4448817,Norway,Europe,Northern Europe,Democracy
385,2009,64,710,0.705882352941177,-0.6438248,68,0.8509545,68,1.4947793,Norway,Europe,Northern Europe,Democracy
385,2010,65,710,0.718390804597701,-0.8758027,67,0.8514049,68,1.7272076,Norway,Europe,Northern Europe,Democracy
385,2011,66,710,0.678947368421053,-0.744689,68,0.8527933,68,1.5974823,Norway,Europe,Northern Europe,Democracy
385,2012,67,710,0.697674418604651,-0.8695528,67,0.8990475,69,1.7686003,Norway,Europe,Northern Europe,Democracy
390,2000,55,710,0.703947368421053,-0.7520626,67,1.214487,67,1.9665496,Denmark,Europe,Northern Europe,Democracy
390,2001,56,710,0.695121951219512,-0.5598295,68,1.302846,69,1.8626755,Denmark,Europe,Northern Europe,Democracy
390,2002,57,710,0.635,-0.5309098,72,1.189294,74,1.7202038,Denmark,Europe,Northern Europe,Democracy
390,2003,58,710,0.681318681318681,-0.9501601,75,1.135197,76,2.0853571,Denmark,Europe,Northern Europe,Democracy
390,2004,59,710,0.688235294117647,-0.831006,71,1.07618,72,1.907186,Denmark,Europe,Northern Europe,Democracy
390,2005,60,710,0.696969696969697,-0.7416621,74,1.08226,75,1.8239221,Denmark,Europe,Northern Europe,Democracy
390,2006,61,710,0.688073394495413,-0.8871786,90,1.013027,92,1.9002056,Denmark,Europe,Northern Europe,Democracy
390,2007,62,710,0.701086956521739,-0.6300299,78,1.017555,79,1.6475849,Denmark,Europe,Northern Europe,Democracy
390,2008,63,710,0.655913978494624,-0.6653521,74,1.053043,75,1.7183951,Denmark,Europe,Northern Europe,Democracy
390,2009,64,710,0.676470588235294,-0.6438248,68,1.102011,68,1.7458358,Denmark,Europe,Northern Europe,Democracy
390,2010,65,710,0.709302325581395,-0.8758027,67,1.06416,68,1.9399627,Denmark,Europe,Northern Europe,Democracy
390,2011,66,710,0.668421052631579,-0.744689,68,1.026006,68,1.770695,Denmark,Europe,Northern Europe,Democracy
390,2012,67,710,0.691860465116279,-0.8695528,67,0.973163,69,1.8427158,Denmark,Europe,Northern Europe,Democracy
40,2000,55,710,0.917808219178082,-0.7520626,67,-1.224744,65,0.4726814,Cuba,Americas,Caribbean,Single Party
40,2001,56,710,0.92948717948718,-0.5598295,68,-1.246231,66,0.6864015,Cuba,Americas,Caribbean,Single Party
40,2002,57,710,0.945652173913043,-0.5309098,72,-1.021626,73,0.4907162,Cuba,Americas,Caribbean,Single Party
40,2003,58,710,0.977272727272727,-0.9501601,75,-1.407226,74,0.4570659,Cuba,Americas,Caribbean,Single Party
40,2004,59,710,0.981927710843373,-0.831006,71,-1.258781,71,0.427775,Cuba,Americas,Caribbean,Single Party
40,2005,60,710,0.936842105263158,-0.7416621,74,-1.406053,73,0.6643909,Cuba,Americas,Caribbean,Single Party
40,2006,61,710,0.971698113207547,-0.8871786,90,-1.191644,91,0.3044654,Cuba,Americas,Caribbean,Single Party
40,2007,62,710,0.959770114942529,-0.6300299,78,-1.31471,74,0.6846801,Cuba,Americas,Caribbean,Single Party
40,2008,63,710,0.940217391304348,-0.6653521,74,-1.368831,75,0.7034789,Cuba,Americas,Caribbean,Single Party
40,2009,64,710,0.94578313253012,-0.6438248,68,-1.621015,67,0.9771902,Cuba,Americas,Caribbean,Single Party
40,2010,65,710,0.927710843373494,-0.8758027,67,-1.486391,67,0.6105883,Cuba,Americas,Caribbean,Single Party
40,2011,66,710,0.876344086021505,-0.744689,68,-1.8371170000000001,67,1.092428,Cuba,Americas,Caribbean,Single Party
40,2012,67,710,0.918604651162791,-0.8695528,67,-1.664991,69,0.7954382,Cuba,Americas,Caribbean,Single Party
402,2000,55,710,0.907142857142857,-0.7520626,67,-0.4774475,61,0.2746151,Cape Verde,Africa,Western Africa,Democracy
402,2001,56,710,0.930555555555556,-0.5598295,68,-0.6747599,63,0.1149304,Cape Verde,Africa,Western Africa,Democracy
402,2002,57,710,0.872448979591837,-0.5309098,72,-0.6396005,71,0.1086907,Cape Verde,Africa,Western Africa,Democracy
402,2003,58,710,0.945121951219512,-0.9501601,75,-0.6895893,71,0.2605708,Cape Verde,Africa,Western Africa,Democracy
402,2004,59,710,0.939189189189189,-0.831006,71,-0.5594386,67,0.2715674,Cape Verde,Africa,Western Africa,Democracy
402,2005,60,710,0.94578313253012,-0.7416621,74,-0.5003548,69,0.2413073,Cape Verde,Africa,Western Africa,Democracy
402,2006,61,710,0.893203883495146,-0.8871786,90,-0.28648,88,0.6006986,Cape Verde,Africa,Western Africa,Democracy
402,2007,62,710,0.921052631578947,-0.6300299,78,-0.4347746,68,0.1952553,Cape Verde,Africa,Western Africa,Democracy
402,2008,63,710,0.865384615384615,-0.6653521,74,-0.251807,65,0.4135451,Cape Verde,Africa,Western Africa,Democracy
402,2009,64,710,0.953333333333333,-0.6438248,68,-0.4818991,61,0.1619257,Cape Verde,Africa,Western Africa,Democracy
402,2010,65,710,0.883561643835616,-0.8758027,67,-0.372038,57,0.5037647,Cape Verde,Africa,Western Africa,Democracy
